Year,Country,Indicator Name,Indicator Code,Indicator Value
1993,China,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,50.91636476
1993,China,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,61.02306376
1993,China,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,26.87676147
1993,China,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,18.62647237
1993,China,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,20.35046387
1993,China,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,64.62834828
1993,China,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,62.43713166
1993,China,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.57424468
1993,China,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,69.58263594
1993,China,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,64.42238514
1993,China,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,22.20687944
1993,China,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,35.57761019
1993,China,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,30.41736209
1993,China,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,72.348
1993,China,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,84.484
1993,China,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,
1993,China,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,
1993,China,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,
1993,China,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,
1993,China,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,
1993,China,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,
1993,China,"Population, female",SP.POP.TOTL.FE.IN,577345024
1993,China,"Population, male",SP.POP.TOTL.MA.IN,601094975
1993,China,"Population, total",SP.POP.TOTL,1178440000
1993,China,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.116016198
1993,China,Urban population growth (annual %),SP.URB.GROW,4.301547743
1994,China,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.006068385
1994,China,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.004739863
1994,China,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,13.08897103
1994,China,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,40.4435043
1994,China,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,48.72071182
1994,China,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,59.00167962
1994,China,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,27.14464443
1994,China,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,18.95356801
1994,China,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,22.04475266
1994,China,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,63.66866373
1994,China,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,61.61723512
1994,China,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.55552111
1994,China,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,68.6734036
1994,China,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,63.62330152
1994,China,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,24.13464408
1994,China,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,36.37669385
1994,China,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,31.32659919
1994,China,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,72.098
1994,China,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,84.27
1994,China,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,
1994,China,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,
1994,China,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,
1994,China,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,
1994,China,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,
1994,China,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,
1994,China,"Population, female",SP.POP.TOTL.FE.IN,583693488
1994,China,"Population, male",SP.POP.TOTL.MA.IN,608141512
1994,China,"Population, total",SP.POP.TOTL,1191835000
1994,China,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.177318685
1994,China,Urban population growth (annual %),SP.URB.GROW,4.245840597
1995,China,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.031948474
1995,China,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.058694494
1995,China,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,12.8474902
1995,China,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,39.58207316
1995,China,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,46.49434258
1995,China,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,57.00587673
1995,China,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,27.42448075
1995,China,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,19.27355259
1995,China,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,23.72057427
1995,China,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,62.66531171
1995,China,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,60.73019597
1995,China,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.53513555
1995,China,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,67.72401089
1995,China,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,62.76214445
1995,China,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,26.08118453
1995,China,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,37.23785784
1995,China,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,32.27599325
1995,China,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,71.846
1995,China,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,84.054
1995,China,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,
1995,China,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,
1995,China,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,
1995,China,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,
1995,China,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,
1995,China,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,
1995,China,"Population, female",SP.POP.TOTL.FE.IN,589847916
1995,China,"Population, male",SP.POP.TOTL.MA.IN,615007084
1995,China,"Population, total",SP.POP.TOTL,1204855000
1995,China,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.261567332
1995,China,Urban population growth (annual %),SP.URB.GROW,4.159637994
1996,China,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.06225005
1996,China,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.11254644
1996,China,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,12.58336172
1996,China,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,38.68449025
1996,China,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,44.71950996
1996,China,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,55.36679275
1996,China,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,27.90729782
1996,China,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,19.78919288
1996,China,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,24.84401792
1996,China,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,61.69794753
1996,China,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,59.85619352
1996,China,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.51442222
1996,China,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,66.81049915
1996,China,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,61.91844357
1996,China,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,27.37319221
1996,China,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,38.08155449
1996,China,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,33.18950657
1996,China,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,71.593
1996,China,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,83.835
1996,China,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,
1996,China,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,
1996,China,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,
1996,China,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,
1996,China,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,
1996,China,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,
1996,China,"Population, female",SP.POP.TOTL.FE.IN,595844663
1996,China,"Population, male",SP.POP.TOTL.MA.IN,621705337
1996,China,"Population, total",SP.POP.TOTL,1217550000
1996,China,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.344790969
1996,China,Urban population growth (annual %),SP.URB.GROW,4.086051744
1997,China,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.095422259
1997,China,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.162660242
1997,China,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,12.31282247
1997,China,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,37.79005825
1997,China,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,44.33416005
1997,China,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,54.58317627
1997,China,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,27.91017151
1997,China,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,20.15785865
1997,China,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,25.25895727
1997,China,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,60.82773036
1997,China,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,59.07092872
1997,China,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.49175997
1997,China,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,65.99039544
1997,China,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,61.16635098
1997,China,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,27.75566875
1997,China,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,38.83365254
1997,China,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,34.00960913
1997,China,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,71.339
1997,China,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,83.614
1997,China,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,
1997,China,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,
1997,China,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,
1997,China,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,
1997,China,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,
1997,China,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,
1997,China,"Population, female",SP.POP.TOTL.FE.IN,601754660
1997,China,"Population, male",SP.POP.TOTL.MA.IN,628320340
1997,China,"Population, total",SP.POP.TOTL,1230075000
1997,China,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.407037131
1997,China,Urban population growth (annual %),SP.URB.GROW,4.008285508
1998,China,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.13277681
1998,China,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.213529559
1998,China,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,12.0330972
1998,China,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,36.85149011
1998,China,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,44.52330675
1998,China,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,54.23497208
1998,China,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,27.39984648
1998,China,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,20.2226056
1998,China,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,25.54242791
1998,China,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,60.01651849
1998,China,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,58.3210849
1998,China,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.47147402
1998,China,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,65.23004832
1998,China,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,60.45385601
1998,China,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,28.07684645
1998,China,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,39.54614241
1998,China,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,34.76995089
1998,China,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,71.083
1998,China,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,83.391
1998,China,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,
1998,China,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,
1998,China,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,
1998,China,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,
1998,China,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,
1998,China,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,
1998,China,"Population, female",SP.POP.TOTL.FE.IN,607370114
1998,China,"Population, male",SP.POP.TOTL.MA.IN,634564886
1998,China,"Population, total",SP.POP.TOTL,1241935000
1998,China,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.517399494
1998,China,Urban population growth (annual %),SP.URB.GROW,3.908078566
1999,China,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.172087066
1999,China,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.267581412
1999,China,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,11.74434369
1999,China,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,35.86068711
1999,China,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,45.25519915
1999,China,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,54.16803803
1999,China,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,26.46200955
1999,China,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,20.09330828
1999,China,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,25.73864607
1999,China,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,59.2301035
1999,China,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,57.61926246
1999,China,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.44962602
1999,China,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,64.49768491
1999,China,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,59.79134984
1999,China,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,28.28279912
1999,China,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,40.2086486
1999,China,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,35.50231562
1999,China,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,70.826
1999,China,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,83.165
1999,China,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,
1999,China,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,
1999,China,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,
1999,China,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,
1999,China,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,
1999,China,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,
1999,China,"Population, female",SP.POP.TOTL.FE.IN,612456939
1999,China,"Population, male",SP.POP.TOTL.MA.IN,640278062
1999,China,"Population, total",SP.POP.TOTL,1252735000
1999,China,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.654731362
1999,China,Urban population growth (annual %),SP.URB.GROW,3.77008873
2000,China,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.212148635
2000,China,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.328751955
2000,China,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,11.4307576
2000,China,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,34.78818127
2000,China,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,45.58818838
2000,China,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,53.7028714
2000,China,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,25.50660328
2000,China,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,19.97708206
2000,China,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,26.32005225
2000,China,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,58.38646511
2000,China,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,56.92293731
2000,China,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.42342813
2000,China,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,63.71521707
2000,China,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,59.13509212
2000,China,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,28.90520061
2000,China,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,40.86491406
2000,China,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,36.28478241
2000,China,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,70.567
2000,China,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,82.937
2000,China,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,65.295
2000,China,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,77.445
2000,China,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,71.133
2000,China,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,74.751
2000,China,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,
2000,China,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,
2000,China,"Population, female",SP.POP.TOTL.FE.IN,617082063
2000,China,"Population, male",SP.POP.TOTL.MA.IN,645562937
2000,China,"Population, total",SP.POP.TOTL,1262645000
2000,China,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.777935943
2000,China,Urban population growth (annual %),SP.URB.GROW,3.649252711
2001,China,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.251885168
2001,China,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.395561104
2001,China,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,11.0938311
2001,China,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,33.61362075
2001,China,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,45.89418792
2001,China,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,53.43598933
2001,China,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,24.9633617
2001,China,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,20.07106212
2001,China,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,26.49294855
2001,China,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,57.46093475
2001,China,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,56.19209281
2001,China,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.32514979
2001,China,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,62.85649585
2001,China,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,58.44398415
2001,China,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,29.14245038
2001,China,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,41.55601893
2001,China,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,37.14350518
2001,China,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,69.913
2001,China,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,82.494
2001,China,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,
2001,China,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,
2001,China,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,
2001,China,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,
2001,China,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,
2001,China,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,
2001,China,"Population, female",SP.POP.TOTL.FE.IN,621436557
2001,China,"Population, male",SP.POP.TOTL.MA.IN,650413443
2001,China,"Population, total",SP.POP.TOTL,1271850000
2001,China,Rural population growth (annual %),SP.RUR.TOTL.ZG,-1.188186246
2001,China,Urban population growth (annual %),SP.URB.GROW,4.059565758
2002,China,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.284741685
2002,China,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.459602958
2002,China,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,10.75687119
2002,China,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,32.43253708
